"","state","year","smoothed_pcinc","nat_avg_pcinc","index_number","allotment_pct","population","weighted_pop","allocation_share","total_federal_hbfunds","predicted_allocation"
"29","Arizona",1959,1830,1854.77083333333,0.986644801132215,0.506677599433892,1261000,323726.681297564,0.00827696727446477,1.85e+08,1531238.94577598
"30","Arizona",1960,1877.66666666667,1922.90972222222,0.97647156544444,0.51176421727778,1321000,345973.353207525,0.00865315962845605,1.85e+08,1600834.53126437
"31","Arizona",1961,1919.66666666667,1984.125,0.967512967512968,0.516243516243516,1407000,374975.866865302,0.00923155546850361,1.85e+08,1707837.76167317
"32","Arizona",1962,1977,2041.64583333333,0.968336411596037,0.515831794201982,1471000,391407.269107074,0.00948857510987046,209728000,1990019.88064291
"33","Arkansas",1947,657,1099.90972222222,0.59732174989109,0.701339125054455,1835000,902593.502889493,0.0269923323433068,7.5e+07,2024424.92574801
"34","Arkansas",1948,721,1142.67361111111,0.630976328663891,0.684511835668054,1825000,855115.52703461,0.0253087807071051,7.5e+07,1898158.55303288
"35","Arkansas",1949,737.333333333333,1187.54861111111,0.62088686428041,0.689556567859795,1844000,876800.351953702,0.0253036118154859,7.5e+07,1897770.88616144
"36","Arkansas",1950,782.666666666667,1255.18055555556,0.623549068859062,0.688225465570469,1908000,903732.388105087,0.0254477988270214,1.5e+08,3817169.82405321
"37","Arkansas",1951,802.666666666667,1298.19444444444,0.618294639991441,0.69085268000428,1901000,907304.38581675,0.0253055638115912,8.5e+07,2150972.92398525
"38","Arkansas",1952,839.333333333333,1355.4375,0.619234257081816,0.690382871459092,1838000,876043.199917139,0.0242443706999957,82500000,2000160.58274965
"39","Arkansas",1953,866,1430.39583333333,0.605426819499264,0.697286590250368,1780000,865451.288318512,0.0237612720522349,7.5e+07,1782095.40391762
"40","Arkansas",1954,937.333333333333,1547.58333333333,0.605675515588821,0.697162242205589,1734000,842785.022853654,0.0227915776532307,6.5e+07,1481452.54746
"41","Arkansas",1955,1010,1641.98611111111,0.615108735186893,0.692445632406554,1725000,827104.645372124,0.022114384803017,9.6e+07,2122980.94108963
"42","Arkansas",1956,1049.33333333333,1678.21527777778,0.625267417850478,0.687366291074761,1704000,805093.000452408,0.0213183366541961,109800000,2340753.36463073
"43","Arkansas",1957,1099.66666666667,1717.28472222222,0.640351976836819,0.679824011581591,1733000,800924.470090763,0.0210278952425649,123800000,2603253.43102954
"44","Arkansas",1958,1155.66666666667,1771.44444444444,0.65238662735997,0.673806686320015,1726000,783630.667614019,0.0203321060947704,1.2e+08,2439852.73137244
"45","Arkansas",1959,1213,1854.77083333333,0.653989149602938,0.673005425198531,1756000,795356.146920727,0.0203354779816748,1.85e+08,3762063.42660983
"46","Arkansas",1960,1257,1922.90972222222,0.653696835308181,0.67315158234591,1789000,810655.03148568,0.0202753400688897,1.85e+08,3750937.9127446
"47","Arkansas",1961,1317,1984.125,0.663768663768664,0.668115668115668,1806000,806159.654042852,0.0198468974149731,1.85e+08,3671676.02177003
"48","Arkansas",1962,1369,2041.64583333333,0.670537454463821,0.664731272768089,1853000,818780.783237373,0.0198490512912295,209728000,4162901.82920698
"49","California",1947,1570.66666666667,1099.90972222222,1.42799598451893,0.33,9912000,1079416.8,0.0322802866509399,7.5e+07,2421021.49882049
"50","California",1948,1609,1142.67361111111,1.40810112735118,0.33,10064000,1095969.6,0.0324373179893516,7.5e+07,2432798.84920137
"51","California",1949,1642.33333333333,1187.54861111111,1.38296093142386,0.33,10337000,1125699.3,0.032486595203452,7.5e+07,2436494.6402589
"52","California",1950,1699.33333333333,1255.18055555556,1.35385568698616,0.33,10677000,1162725.3,0.0327406651736017,1.5e+08,4911099.77604026
"53","California",1951,1723.66666666667,1298.19444444444,1.32774152134375,0.336129239328127,11134000,1257951.22482555,0.0350854305228958,8.5e+07,2982261.59444614
"54","California",1952,1786.66666666667,1355.4375,1.31814758457448,0.340926207712762,11635000,1352343.95139139,0.0374259261124691,82500000,3087638.9042787
"55","California",1953,1895,1430.39583333333,1.32480810964331,0.337595945178345,12251000,1396258.99298274,0.0383347858342229,7.5e+07,2875108.93756672
"56","California",1954,2051.66666666667,1547.58333333333,1.32572290129772,0.337138549351139,12746000,1448740.96899119,0.0391785466029966,6.5e+07,2546605.52919478
"57","California",1955,2177.33333333333,1641.98611111111,1.32603638885834,0.336981805570828,13133000,1491340.63077409,0.0398741329357111,9.6e+07,3827916.76182827
"58","California",1956,2227,1678.21527777778,1.32700496145459,0.336497519272706,13713000,1552730.95007679,0.0411153011000291,109800000,4514460.06078319
"59","California",1957,2285,1717.28472222222,1.33058890609772,0.334705546951138,14264000,1597964.58427225,0.0419538085477621,123800000,5193881.49821294
"60","California",1958,2368,1771.44444444444,1.33676221539234,0.331618892303832,14880000,1636369.81522437,0.0424573029980106,1.2e+08,5094876.35976127
"61","California",1959,2485.33333333333,1854.77083333333,1.33996787563603,0.330016062181986,15467000,1684520.27027778,0.0430694161333147,1.85e+08,7967841.98466322
"62","California",1960,2557.66666666667,1922.90972222222,1.33010231167321,0.334948844163395,15870000,1780466.85663548,0.0445313599466743,1.85e+08,8238301.59013475
"63","California",1961,2638.33333333333,1984.125,1.32972132972133,0.335139335139335,16497000,1852916.21517911,0.0456170658712293,1.85e+08,8439157.18617742
"64","California",1962,2719.33333333333,2041.64583333333,1.33193195848937,0.334034020755314,17072000,1904872.02771892,0.0461782974826606,209728000,9684881.97444344
"65","Colorado",1947,1093.33333333333,1099.90972222222,0.994020973943569,0.502989513028216,1236000,312706.084467423,0.00935157025914496,7.5e+07,701367.769435872
"66","Colorado",1948,1149.33333333333,1142.67361111111,1.00582819289556,0.49708590355222,1263000,312080.221529543,0.00923661147530103,7.5e+07,692745.860647577
"67","Colorado",1949,1243.33333333333,1187.54861111111,1.0469746852468,0.476512657376599,1295000,294048.284868939,0.00848594966773683,7.5e+07,636446.225080263
"68","Colorado",1950,1328.33333333333,1255.18055555556,1.0582806811769,0.47085965941155,1325000,293764.184991038,0.00827197517830529,1.5e+08,1240796.27674579
"69","Colorado",1951,1401,1298.19444444444,1.07919118433722,0.46040440783139,1326000,281075.162063259,0.00783944788610525,8.5e+07,666353.070318946
"70","Colorado",1952,1457.33333333333,1355.4375,1.07517560443276,0.462412197783619,1365000,291871.180499639,0.00807749332150278,82500000,666393.19902398
"71","Colorado",1953,1574,1430.39583333333,1.1003947042631,0.449802647868451,1431000,289523.385924171,0.00794896723973286,7.5e+07,596172.542979964
"72","Colorado",1954,1725.33333333333,1547.58333333333,1.11485649668839,0.442571751655807,1493000,292433.544757989,0.00790832971994872,6.5e+07,514041.431796667
"73","Colorado",1955,1823.66666666667,1641.98611111111,1.11064682845132,0.444676585774342,1546000,305701.813136941,0.00817358186599077,9.6e+07,784663.859135114
"74","Colorado",1956,1816,1678.21527777778,1.08210193533971,0.458949032330146,1625000,342280.598199763,0.00906336661543675,109800000,995157.654374955
"75","Colorado",1957,1812,1717.28472222222,1.0551540909624,0.472422954518802,1664000,371377.25739924,0.00975033521347813,123800000,1207091.49942859
"76","Colorado",1958,1861.66666666667,1771.44444444444,1.05093144326664,0.474534278366681,1667000,375379.696502093,0.00973961348187379,1.2e+08,1168753.61782485
"77","Colorado",1959,1973.33333333333,1854.77083333333,1.06392299138483,0.468038504307585,1710000,374592.670989763,0.00957749687671466,1.85e+08,1771836.92219221
"78","Colorado",1960,2068,1922.90972222222,1.07545350470749,0.462273247646254,1769000,378029.206660774,0.00945491044072447,1.85e+08,1749158.43153403
"79","Colorado",1961,2166,1984.125,1.09166509166509,0.454167454167454,1844000,380358.332927602,0.00936406675363469,1.85e+08,1732352.34942242
"80","Colorado",1962,2242.66666666667,2041.64583333333,1.09846018836927,0.450769905815365,1899000,385864.471670719,0.00935420548021684,209728000,1961838.80695492
"81","Connecticut",1947,1587.66666666667,1099.90972222222,1.44345179844305,0.33,1969000,214424.1,0.00641241771748392,7.5e+07,480931.328811294
"82","Connecticut",1948,1581.66666666667,1142.67361111111,1.38418061928348,0.33,2014000,219324.6,0.00649133132259084,7.5e+07,486849.849194313
"83","Connecticut",1949,1613.33333333333,1187.54861111111,1.35854087844357,0.33,2032000,221284.8,0.00638606573023262,7.5e+07,478954.929767446
"84","Connecticut",1950,1662.33333333333,1255.18055555556,1.32437785621812,0.337811071890941,2016000,230058.501708887,0.00647811514447233,1.5e+08,971717.27167085
"85","Connecticut",1951,1688,1298.19444444444,1.30026746549695,0.349866267251524,2028000,248240.189259925,0.0069236499328322,8.5e+07,588510.244290737
"86","Connecticut",1952,1750.66666666667,1355.4375,1.29158789443753,0.354206052781236,2081000,261086.271807704,0.00722552536106042,82500000,596105.842287485
"87","Connecticut",1953,1897,1430.39583333333,1.32620632400705,0.336896837996475,2168000,246066.871451987,0.0067558532230888,7.5e+07,506688.99173166
